;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXe1625B6300.U;16/05/2025;C-EU;26300;0.25;2.2;379.016;0.002;0;0.0315;-0.2182;0.2965;31;;;;/NDXq1625B6300.U;16/05/2025;P-EU;26300;7287.4;7432.5;487.211;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6325.U;16/05/2025;C-EU;26325;0.25;2.2;382.462;0.002;0;0.0308;-0.2143;0.2967;31;;;;/NDXq1625B6325.U;16/05/2025;P-EU;26325;7295.2;7465.2;488.329;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6350.U;16/05/2025;C-EU;26350;0.25;2.2;383.427;0.002;0;0.0308;-0.2143;0.2968;31;;;;/NDXq1625B6350.U;16/05/2025;P-EU;26350;7333;7486.4;489.446;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6375.U;16/05/2025;C-EU;26375;0.25;2.2;38.439;0.0019;0;0.0307;-0.2144;0.2968;31;;;;/NDXq1625B6375.U;16/05/2025;P-EU;26375;7355.2;7500.2;490.561;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6400.U;16/05/2025;C-EU;26400;0.2;2.15;382.874;0.0019;0;0.0306;-0.2145;0.2969;31;;;;/NDXq1625B6400.U;16/05/2025;P-EU;26400;7382.8;7525.1;491.676;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6425.U;16/05/2025;C-EU;26425;0.2;2.15;386.314;0.0019;0;0.0306;-0.2145;0.297;31;;;;/NDXq1625B6425.U;16/05/2025;P-EU;26425;7404.9;7550;492.789;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6450.U;16/05/2025;C-EU;26450;0.2;2.15;387.275;0.0019;0;0.0305;-0.2146;0.2971;31;;;;/NDXq1625B6450.U;16/05/2025;P-EU;26450;7429.8;7574.9;493.902;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6475.U;16/05/2025;C-EU;26475;0.2;2.15;388.234;0.0019;0;0.0304;-0.2146;0.2972;31;;;;/NDXq1625B6475.U;16/05/2025;P-EU;26475;7454.7;7599.8;495.013;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6500.U;16/05/2025;C-EU;26500;0.2;2.15;388.367;0.0019;0;0.0298;-0.2108;0.2974;31;;;;/NDXq1625B6500.U;16/05/2025;P-EU;26500;7470.5;7634.3;495.438;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6525.U;16/05/2025;C-EU;26525;0.2;2.15;389.325;0.0019;0;0.0297;-0.2108;0.2975;31;;;;/NDXq1625B6525.U;16/05/2025;P-EU;26525;7504.5;7649.6;496.548;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6550.U;16/05/2025;C-EU;26550;0.2;2.15;387.809;0.0019;0;0.0297;-0.2109;0.2976;31;;;;/NDXq1625B6550.U;16/05/2025;P-EU;26550;7536.3;7681.4;497.656;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6575.U;16/05/2025;C-EU;26575;0.2;2.15;391.239;0.0018;0;0.0291;-0.207;0.2978;31;;;;/NDXq1625B6575.U;16/05/2025;P-EU;26575;7554.3;7699.3;498.763;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6600.U;16/05/2025;C-EU;26600;0.2;2.15;389.722;0.0018;0;0.029;-0.2071;0.2979;31;;;;/NDXq1625B6600.U;16/05/2025;P-EU;26600;7582.1;7735.3;49.987;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6625.U;16/05/2025;C-EU;26625;0.2;2.15;390.677;0.0018;0;0.0289;-0.2071;0.298;31;;;;/NDXq1625B6625.U;16/05/2025;P-EU;26625;7604;7749;500.975;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6650.U;16/05/2025;C-EU;26650;0.15;2.1;394.101;0.0018;0;0.0289;-0.2072;0.2981;31;;;;/NDXq1625B6650.U;16/05/2025;P-EU;26650;7629;7774.1;502.079;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6675.U;16/05/2025;C-EU;26675;0.15;2.1;395.054;0.0018;0;0.0288;-0.2072;0.2982;31;;;;/NDXq1625B6675.U;16/05/2025;P-EU;26675;7653.9;7798.9;503.182;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6700.U;16/05/2025;C-EU;26700;0.15;2.1;393.537;0.0018;0;0.0287;-0.2073;0.2982;31;;;;/NDXq1625B6700.U;16/05/2025;P-EU;26700;7681.5;7823.8;503.601;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6725.U;16/05/2025;C-EU;26725;0.15;2.1;396.956;0.0018;0;0.0282;-0.2034;0.2984;31;;;;/NDXq1625B6725.U;16/05/2025;P-EU;26725;7703.7;7848.8;504.702;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6750.U;16/05/2025;C-EU;26750;0.15;2.1;395.438;0.0018;0;0.0281;-0.2035;0.2985;31;;;;/NDXq1625B6750.U;16/05/2025;P-EU;26750;7719.3;7883.4;505.802;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6775.U;16/05/2025;C-EU;26775;0.15;2.1;396.388;0.0018;0;0.028;-0.2035;0.2986;31;;;;/NDXq1625B6775.U;16/05/2025;P-EU;26775;7753.5;7898.5;506.901;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6800.U;16/05/2025;C-EU;26800;0.15;2.1;397.336;0.0018;0;0.028;-0.2036;0.2987;31;;;;/NDXq1625B6800.U;16/05/2025;P-EU;26800;7785.3;7930.4;507.999;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B7000.U;16/05/2025;C-EU;27000;0.1;2.05;406.532;0.0017;0;0.0265;-0.1962;0.2996;31;;;;/NDXq1625B7000.U;16/05/2025;P-EU;27000;7967.2;8133.3;516.065;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B7500.U;16/05/2025;C-EU;27500;0.1;1.95;423.534;0.0015;0;0.0239;-0.1856;0.3018;31;;;;/NDXq1625B7500.U;16/05/2025;P-EU;27500;8475.5;8620.6;536.298;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B8000.U;16/05/2025;C-EU;28000;0;1.85;441.022;0.0014;0;0.022;-0.1789;0.3039;31;;;;/NDXq1625B8000.U;16/05/2025;P-EU;28000;8973.4;9118.5;556.155;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B8500.U;16/05/2025;C-EU;28500;0;1.85;45.819;0.0013;0;0.0207;-0.1762;0.3059;31;;;;/NDXq1625B8500.U;16/05/2025;P-EU;28500;9474.1;9616.3;57.565;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B9000.U;16/05/2025;C-EU;29000;0;1.8;475.052;0.0012;0;0.0191;-0.1696;0.308;31;;;;/NDXq1625B9000.U;16/05/2025;P-EU;29000;9972.1;10114.4;594.796;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B9500.U;16/05/2025;C-EU;29500;0;1.75;491.617;0.0012;0;0.018;-0.1669;0.31;31;;;;/NDXq1625B9500.U;16/05/2025;P-EU;29500;10474.1;10619.2;613.608;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625C0000.U;16/05/2025;C-EU;30000;0;1.7;508.686;0.0011;0;0.017;-0.1641;0.3121;31;;;;/NDXq1625C0000.U;16/05/2025;P-EU;30000;10972;11117.1;632.098;NULL;NULL;NULL;NULL;NULL
;;/NDXf2025A0000.U;20/06/2025;C-EU;10000;8836.8;9003.1;732.663;0.9827;0;175.219;-2.292;40.303;66;;;;/NDXr2025A0000.U;20/06/2025;P-EU;10000;13.6;16.6;667.553;-0.0081;0;-0.3079;-0.8784;22.515
;;/NDXf2025A0200.U;20/06/2025;C-EU;10200;8658.5;8803.5;718.666;0.9791;0;177.391;-2.663;40.754;66;;;;/NDXr2025A0200.U;20/06/2025;P-EU;10200;15;18.1;654.918;-0.0089;0;-0.3391;-0.9363;2.274
;;/NDXf2025A0400.U;20/06/2025;C-EU;10400;8457.5;8599.7;702.082;0.9799;0;181.384;-25.234;41.119;66;;;;/NDXr2025A0400.U;20/06/2025;P-EU;10400;16.4;19.7;643.195;-0.0091;0;-0.3441;-0.927;22.991
;;/NDXf2025A0600.U;20/06/2025;C-EU;10600;8246.3;8419.8;687.746;0.9798;0;184.978;-24.965;41.493;66;;;;/NDXr2025A0600.U;20/06/2025;P-EU;10600;18;21;632.356;-0.0108;0;-0.4079;-10.604;23.187
;;/NDXf2025A0800.U;20/06/2025;C-EU;10800;8061.1;8206.3;670.728;0.9747;0;186.597;-29.968;41.972;66;;;;/NDXr2025A0800.U;20/06/2025;P-EU;10800;19.7;22.7;622.163;-0.0118;0;-0.447;-11.308;23.411
;;/NDXf2025A1000.U;20/06/2025;C-EU;11000;7856.4;8021;65.604;0.9765;0;190.954;-27.509;42.294;66;;;;/NDXr2025A1000.U;20/06/2025;P-EU;11000;21.5;24.7;612.806;-0.0129;0;-0.4888;-12.053;23.635
;;/NDXf2025A1200.U;20/06/2025;C-EU;11200;7668;7813.3;64.21;0.9752;0;194.105;-28.283;42.679;66;;;;/NDXr2025A1200.U;20/06/2025;P-EU;11200;23.4;26.7;604.262;-0.0141;0;-0.5334;-1.284;2.386
;;/NDXf2025A1400.U;20/06/2025;C-EU;11400;7478.8;7624;628.889;0.9718;0;196.394;-31.263;43.117;66;;;;/NDXr2025A1400.U;20/06/2025;P-EU;11400;25.7;28.7;592.236;-0.0154;0;-0.5829;-13.726;42.821
;;/NDXf2025A1600.U;20/06/2025;C-EU;11600;7265.9;7429.5;616.155;0.9722;0;200.244;-30.111;43.446;66;;;;/NDXr2025A1600.U;20/06/2025;P-EU;11600;28;30.9;57.927;-0.0169;0;-0.6365;-14.405;43.189
;;/NDXf2025A1800.U;20/06/2025;C-EU;11800;7086.7;7231.9;60.4;0.9706;0;203.254;-3.11;43.829;66;;;;/NDXr2025A1800.U;20/06/2025;P-EU;11800;30.3;33.3;568.026;-0.0185;0;-0.696;-15.168;43.557
;;/NDXf2025A2000.U;20/06/2025;C-EU;12000;6883.9;7029.4;592.633;0.9688;0;206.217;-32.154;44.211;66;;;;/NDXr2025A2000.U;20/06/2025;P-EU;12000;32.9;35.9;556.877;-0.0202;0;-0.7601;-15.979;43.926
;;/NDXf2025A2200.U;20/06/2025;C-EU;12200;6688.4;6833.9;581.921;0.9649;0;208.313;-34.859;72.811;66;;;;/NDXr2025A2200.U;20/06/2025;P-EU;12200;35.7;38.9;546.044;-0.0204;0;-0.7679;-15.704;44.335
;;/NDXf2025A2400.U;20/06/2025;C-EU;12400;6493.2;6638.7;570.842;0.9644;0;211.786;-34.436;73.349;66;;;;/NDXr2025A2400.U;20/06/2025;P-EU;12400;38.8;41.7;53.652;-0.0241;0;-0.9074;-17.851;44.669
;;/NDXf2025A2600.U;20/06/2025;C-EU;12600;6298.1;6443.6;556.708;0.9625;0;214.724;-35.021;73.918;66;;;;/NDXr2025A2600.U;20/06/2025;P-EU;12600;42.2;45.3;527.499;-0.0264;0;-0.9908;-18.912;45.046
;;/NDXf2025A2800.U;20/06/2025;C-EU;12800;6110.4;6255.7;543.284;0.9596;0;217.241;-36.342;74.513;66;;;;/NDXr2025A2800.U;20/06/2025;P-EU;12800;45.8;48.8;519.515;-0.0287;0;-10.776;-19.989;45.423
;;/NDXf2025A3000.U;20/06/2025;C-EU;13000;5909.1;6054.6;530.618;0.9598;0;221.035;-35.205;74.988;66;;;;/NDXr2025A3000.U;20/06/2025;P-EU;13000;49.7;52.7;509.655;-0.0313;0;-11.741;-21.215;45.807
;;/NDXf2025A3200.U;20/06/2025;C-EU;13200;5721.8;5867.3;519.678;0.9543;0;222.532;-38.258;75.664;66;;;;/NDXr2025A3200.U;20/06/2025;P-EU;13200;54.2;57;498.035;-0.0342;0;-1.28;-22.188;75.315
;;/NDXf2025A3400.U;20/06/2025;C-EU;13400;5521.4;5667;507.882;0.9526;0;225.582;-38.349;76.189;66;;;;/NDXr2025A3400.U;20/06/2025;P-EU;13400;58.6;61.6;487.071;-0.0376;0;-14.086;-23.369;75.896
;;/NDXf2025A3600.U;20/06/2025;C-EU;13600;5320.1;5485.1;499.195;0.9474;0;227.231;-40.949;76.845;66;;;;/NDXr2025A3600.U;20/06/2025;P-EU;13600;63.9;66.8;47.733;-0.0412;0;-15.415;-24.538;76.477
;;/NDXf2025A3800.U;20/06/2025;C-EU;13800;5142.6;5286.4;489.117;0.9441;0;229.632;-42.061;77.423;66;;;;/NDXr2025A3800.U;20/06/2025;P-EU;13800;69.8;72.9;46.827;-0.0417;0;-15.641;-24.106;77.104
;;/NDXf2025A4000.U;20/06/2025;C-EU;14000;4997.2;5083.5;481.118;0.9337;0;22.924;-47.553;117.312;66;;;;/NDXr2025A4000.U;20/06/2025;P-EU;14000;76.1;79.3;460.322;-0.0457;0;-1.712;-25.364;77.689
;;/NDXf2025A4100.U;20/06/2025;C-EU;14100;4907.6;4978.6;475.678;0.9294;0;229.378;-49.369;117.813;66;;;;/NDXr2025A4100.U;20/06/2025;P-EU;14100;79.4;82.4;456.877;-0.0517;0;-1.931;-28.021;77.971
;;/NDXf2025A4200.U;20/06/2025;C-EU;14200;4806.3;4878.7;470.318;0.9289;0;231.052;-48.775;118.163;66;;;;/NDXr2025A4200.U;20/06/2025;P-EU;14200;83.1;86.5;453.651;-0.0502;0;-1.88;-26.856;78.294
;;/NDXf2025A4300.U;20/06/2025;C-EU;14300;4712;4786.5;463.867;0.9285;0;232.776;-48.101;118.501;66;;;;/NDXr2025A4300.U;20/06/2025;P-EU;14300;86.7;89.9;450.132;-0.0566;0;-21.153;-29.732;78.596
;;/NDXf2025A4400.U;20/06/2025;C-EU;14400;4616.9;4699.3;458.305;0.9238;0;232.768;-50.016;119.016;66;;;;/NDXr2025A4400.U;20/06/2025;P-EU;14400;90.6;93.8;44.454;-0.0596;0;-2.227;-30.892;78.931
;;/NDXf2025A4500.U;20/06/2025;C-EU;14500;4522.2;4594.4;452.954;0.9211;0;233.606;-50.616;119.441;66;;;;/NDXr2025A4500.U;20/06/2025;P-EU;14500;94.8;98.1;439.077;-0.0624;0;-23.307;-31.504;118.822
;;/NDXf2025A4600.U;20/06/2025;C-EU;14600;4426.1;4494.5;447.855;0.9197;0;23.493;-50.446;119.811;66;;;;/NDXr2025A4600.U;20/06/2025;P-EU;14600;99.7;103.2;433.991;-0.0651;0;-24.323;-32.023;119.237
;;/NDXf2025A4700.U;20/06/2025;C-EU;14700;4333.1;4404.9;443.666;0.9171;0;235.794;-50.938;120.228;66;;;;/NDXr2025A4700.U;20/06/2025;P-EU;14700;104.4;108;429.195;-0.0684;0;-25.528;-3.276;119.673
;;/NDXf2025A4800.U;20/06/2025;C-EU;14800;4237.5;4305;438.481;0.9116;0;235.498;-53.159;120.774;66;;;;/NDXr2025A4800.U;20/06/2025;P-EU;14800;108.8;112.3;424.687;-0.0718;0;-26.803;-33.556;120.116
;;/NDXf2025A4900.U;20/06/2025;C-EU;14900;4145.2;4215.8;434.201;0.9105;0;236.944;-52.682;121.121;66;;;;/NDXr2025A4900.U;20/06/2025;P-EU;14900;114;117.6;420.422;-0.0752;0;-28.067;-34.303;120.557
;;/NDXf2025A5000.U;20/06/2025;C-EU;15000;4051.6;4121.6;430.242;0.9049;0;236.616;-54.893;121.672;66;;;;/NDXr2025A5000.U;20/06/2025;P-EU;15000;119.8;123.1;416.479;-0.0789;0;-29.453;-35.178;121.011
;;/NDXf2025A5100.U;20/06/2025;C-EU;15100;3962.2;4027.8;426.479;0.9008;0;236.894;-56.145;122.151;66;;;;/NDXr2025A5100.U;20/06/2025;P-EU;15100;125.9;129.8;412.814;-0.0831;0;-30.996;-36.231;121.485
;;/NDXf2025A5200.U;20/06/2025;C-EU;15200;3865.7;3935;423.112;0.8964;0;237.035;-57.585;122.646;66;;;;/NDXr2025A5200.U;20/06/2025;P-EU;15200;132;137.4;409.546;-0.0872;0;-32.534;-37.244;121.957
;;/NDXf2025A5300.U;20/06/2025;C-EU;15300;3771.5;3836.2;419.976;0.894;0;237.994;-57.465;16.989;66;;;;/NDXr2025A5300.U;20/06/2025;P-EU;15300;138.7;142.7;406.549;-0.0914;0;-34.111;-38.277;122.433
;;/NDXf2025A5400.U;20/06/2025;C-EU;15400;3684.1;3747.9;415.397;0.8875;0;237.345;-59.116;170.581;66;;;;/NDXr2025A5400.U;20/06/2025;P-EU;15400;144.8;148.8;404.344;-0.0959;0;-35.755;-3.937;122.918
;;/NDXf2025A5500.U;20/06/2025;C-EU;15500;3592.9;3656.1;409.471;0.8843;0;237.998;-59.139;171.116;66;;;;/NDXr2025A5500.U;20/06/2025;P-EU;15500;152.9;157.1;40.035;-0.1007;0;-37.574;-4.068;123.426
;;/NDXf2025A5600.U;20/06/2025;C-EU;15600;3497.3;3563.2;404.345;0.8813;0;238.714;-59.034;171.637;66;;;;/NDXr2025A5600.U;20/06/2025;P-EU;15600;160.6;164.9;395.347;-0.1055;0;-39.348;-41.615;171.095
;;/NDXf2025A5700.U;20/06/2025;C-EU;15700;3406.3;3499.7;399.548;0.8763;0;238.678;-59.785;172.248;66;;;;/NDXr2025A5700.U;20/06/2025;P-EU;15700;168.8;173.1;390.643;-0.1107;0;-41.299;-42.335;171.711
;;/NDXf2025A5800.U;20/06/2025;C-EU;15800;3316.1;3376.5;395.077;0.869;0;237.705;-61.637;172.977;66;;;;/NDXr2025A5800.U;20/06/2025;P-EU;15800;176.5;180.7;386.237;-0.1162;0;-43.363;-43.129;17.234
;;/NDXf2025A5900.U;20/06/2025;C-EU;15900;3226.8;3289.9;390.929;0.8707;0;240.349;-59.025;173.232;66;;;;/NDXr2025A5900.U;20/06/2025;P-EU;15900;186.6;191.1;382.182;-0.1217;0;-45.393;-43.834;172.963
;;/NDXf2025A6000.U;20/06/2025;C-EU;16000;3136.9;3227.9;387.128;0.859;0;237.628;-62.877;174.194;66;;;;/NDXr2025A6000.U;20/06/2025;P-EU;16000;195.2;199.6;378.475;-0.12;0;-44.848;-42.592;173.655
;;/NDXf2025A6025.U;20/06/2025;C-EU;16025;3115.3;3174.6;386.247;0.857;0;237.331;-63.379;174.384;66;;;;/NDXr2025A6025.U;20/06/2025;P-EU;16025;197.7;202.1;377.518;-0.1298;0;-48.421;-45.197;173.809
;;/NDXf2025A6050.U;20/06/2025;C-EU;16050;3091.9;3151;385.396;0.8542;0;236.692;-6.432;174.618;66;;;;/NDXr2025A6050.U;20/06/2025;P-EU;16050;200;204.7;376.733;-0.1313;0;-48.974;-45.401;17.397
;;/NDXf2025A6075.U;20/06/2025;C-EU;16075;3070.3;3129.2;384.547;0.8539;0;23.707;-63.952;174.719;66;;;;/NDXr2025A6075.U;20/06/2025;P-EU;16075;203.9;208.5;375.893;-0.1331;0;-49.653;-45.747;17.415
;;/NDXf2025A6100.U;20/06/2025;C-EU;16100;3052.4;3111.1;383.757;0.8517;0;23.666;-64.595;174.923;66;;;;/NDXr2025A6100.U;20/06/2025;P-EU;16100;206.5;211.1;375.084;-0.1342;0;-50.078;-45.794;174.293
;;/NDXf2025A6125.U;20/06/2025;C-EU;16125;3030.6;3088.6;383.365;0.8501;0;236.519;-64.888;175.092;66;;;;/NDXr2025A6125.U;20/06/2025;P-EU;16125;208.9;213.5;374.304;-0.1362;0;-50.807;-46.192;174.479
;;/NDXf2025A6150.U;20/06/2025;C-EU;16150;3004.4;3062.1;382.181;0.8543;0;238.721;-62.199;174.943;66;;;;/NDXr2025A6150.U;20/06/2025;P-EU;16150;211.8;216.5;373.441;-0.1381;0;-51.518;-46.567;174.663
;;/NDXf2025A6175.U;20/06/2025;C-EU;16175;2982.4;3040.2;381.424;0.8472;0;236.355;-65.312;175.414;66;;;;/NDXr2025A6175.U;20/06/2025;P-EU;16175;214.2;219;372.778;-0.1397;0;-52.124;-46.816;174.832
;;/NDXf2025A6200.U;20/06/2025;C-EU;16200;2959.2;3017.1;380.697;0.8461;0;236.416;-6.533;175.555;66;;;;/NDXr2025A6200.U;20/06/2025;P-EU;16200;216.2;220.7;372.089;-0.1328;0;-49.636;-44.574;174.994
;;/NDXf2025A6225.U;20/06/2025;C-EU;16225;2938.7;2998.8;379.999;0.8432;0;23.573;-66.331;175.797;66;;;;/NDXr2025A6225.U;20/06/2025;P-EU;16225;218.7;223.5;371.373;-0.1434;0;-53.524;-47.529;175.197
;;/NDXf2025A6250.U;20/06/2025;C-EU;16250;2919.4;2978.9;379.332;0.8469;0;237.773;-6.376;175.668;66;;;;/NDXr2025A6250.U;20/06/2025;P-EU;16250;221.5;226.3;370.714;-0.1361;0;-50.869;-45.079;175.334
;;/NDXf2025A6275.U;20/06/2025;C-EU;16275;2898.6;2974.1;378.665;0.84;0;235.467;-66.858;176.132;66;;;;/NDXr2025A6275.U;20/06/2025;P-EU;16275;224.3;229.2;370.057;-0.1465;0;-5.468;-47.937;175.527
;;/NDXf2025A6300.U;20/06/2025;C-EU;16300;2873.1;2952;378.057;0.8391;0;235.591;-66.772;176.265;66;;;;/NDXr2025A6300.U;20/06/2025;P-EU;16300;227.4;232;36.943;-0.1484;0;-5.538;-48.283;175.709
;;/NDXf2025A6325.U;20/06/2025;C-EU;16325;2851.3;2910.5;377.421;0.8381;0;235.696;-66.709;17.64;66;;;;/NDXr2025A6325.U;20/06/2025;P-EU;16325;231.3;236.1;368.833;-0.1502;0;-56.056;-48.599;175.888
;;/NDXf2025A6350.U;20/06/2025;C-EU;16350;2833;2889.6;376.815;0.835;0;234.938;-67.806;176.652;66;;;;/NDXr2025A6350.U;20/06/2025;P-EU;16350;234.5;239.4;368.264;-0.1431;0;-53.466;-4.62;176.032
;;/NDXf2025A6375.U;20/06/2025;C-EU;16375;2810.2;2867.7;376.295;0.8389;0;237.045;-65.064;176.511;66;;;;/NDXr2025A6375.U;20/06/2025;P-EU;16375;237.3;242.1;367.725;-0.1539;0;-57.429;-49.245;176.249
;;/NDXf2025A6400.U;20/06/2025;C-EU;16400;2788.8;2864.4;375.258;0.8321;0;234.762;-68.065;225.227;66;;;;/NDXr2025A6400.U;20/06/2025;P-EU;16400;240.6;245.5;367.075;-0.1466;0;-54.803;-46.787;176.387
;;/NDXf2025A6425.U;20/06/2025;C-EU;16425;2764.9;2847.3;37.398;0.8306;0;23.466;-6.807;225.412;66;;;;/NDXr2025A6425.U;20/06/2025;P-EU;16425;242.5;247.1;366.623;-0.1577;0;-58.851;-49.943;176.617
;;/NDXf2025A6450.U;20/06/2025;C-EU;16450;2742.3;2797.6;372.704;0.8328;0;23.61;-66.473;177.087;66;;;;/NDXr2025A6450.U;20/06/2025;P-EU;16450;246.8;251.8;365.904;-0.1598;0;-59.651;-5.04;176.814
;;/NDXf2025A6475.U;20/06/2025;C-EU;16475;2724;2807.7;371.431;0.8257;0;233.716;-68.836;22.588;66;;;;/NDXr2025A6475.U;20/06/2025;P-EU;16475;250;255;364.681;-0.1615;0;-60.305;-50.671;17.699
;;/NDXf2025A6500.U;20/06/2025;C-EU;16500;2647.9;2791.3;370.204;0.824;0;233.519;-68.925;226.077;66;;;;/NDXr2025A6500.U;20/06/2025;P-EU;16500;253.2;258.3;363.462;-0.1541;0;-57.587;-48.057;177.113
;;/NDXf2025A6525.U;20/06/2025;C-EU;16525;2677.8;2733;369.024;0.8228;0;233.546;-68.773;226.244;66;;;;/NDXr2025A6525.U;20/06/2025;P-EU;16525;255.2;260;362.244;-0.1654;0;-61.743;-5.137;17.736
;;/NDXf2025A6550.U;20/06/2025;C-EU;16550;2655.9;2744.1;36.778;0.8207;0;233.212;-68.997;226.459;66;;;;/NDXr2025A6550.U;20/06/2025;P-EU;16550;259.8;264.9;361.051;-0.1672;0;-6.244;-51.482;225.936
;;/NDXf2025A6575.U;20/06/2025;C-EU;16575;2638.5;2693.3;366.627;0.819;0;233.011;-69.075;226.657;66;;;;/NDXr2025A6575.U;20/06/2025;P-EU;16575;261.6;266.8;359.861;-0.1692;0;-63.159;-51.586;22.614
;;/NDXf2025A6600.U;20/06/2025;C-EU;16600;2616.9;2671.4;365.498;0.8162;0;232.412;-69.573;226.908;66;;;;/NDXr2025A6600.U;20/06/2025;P-EU;16600;265;270.2;358.804;-0.1617;0;-60.457;-49.387;177.852
;;/NDXf2025A6625.U;20/06/2025;C-EU;16625;2592.4;2673.4;364.327;0.819;0;234.098;-6.765;226.844;66;;;;/NDXr2025A6625.U;20/06/2025;P-EU;16625;269.7;274.8;357.706;-0.1735;0;-64.788;-51.968;226.576
;;/NDXf2025A6650.U;20/06/2025;C-EU;16650;2574.2;2653.2;363.224;0.8118;0;231.652;-70.092;227.352;66;;;;/NDXr2025A6650.U;20/06/2025;P-EU;16650;273.5;278.7;356.632;-0.1753;0;-6.546;-5.201;226.773
;;/NDXf2025A6675.U;20/06/2025;C-EU;16675;2513.7;2635.9;362.167;0.8087;0;230.856;-70.803;22.763;66;;;;/NDXr2025A6675.U;20/06/2025;P-EU;16675;275.7;280.7;35.556;-0.1775;0;-66.277;-52.192;226.991
;;/NDXf2025A6700.U;20/06/2025;C-EU;16700;2528;2581.7;361.135;0.8082;0;231.188;-7.027;227.755;66;;;;/NDXr2025A6700.U;20/06/2025;P-EU;16700;280.6;285.8;354.512;-0.1793;0;-66.943;-52.218;227.187
;;/NDXf2025A6725.U;20/06/2025;C-EU;16725;2510.5;2560.8;360.104;0.8055;0;230.624;-70.718;228.002;66;;;;/NDXr2025A6725.U;20/06/2025;P-EU;16725;282.8;287.7;353.489;-0.172;0;-6.432;-50.589;227.482
;;/NDXf2025A6750.U;20/06/2025;C-EU;16750;2486.4;2573.3;359.119;0.8082;0;232.303;-68.717;227.935;66;;;;/NDXr2025A6750.U;20/06/2025;P-EU;16750;286.2;291.6;35.251;-0.1839;0;-68.695;-52.678;227.641
;;/NDXf2025A6775.U;20/06/2025;C-EU;16775;2470;2547.6;358.158;0.8064;0;232.074;-68.778;228.134;66;;;;/NDXr2025A6775.U;20/06/2025;P-EU;16775;291.6;296.9;351.534;-0.1863;0;-69.574;-52.905;227.868
;;/NDXf2025A6800.U;20/06/2025;C-EU;16800;2447.9;2529.3;35.722;0.8036;0;231.454;-69.253;22.839;66;;;;/NDXr2025A6800.U;20/06/2025;P-EU;16800;294;299.1;350.495;-0.1885;0;-70.418;-53.093;22.809
;;/NDXf2025A6825.U;20/06/2025;C-EU;16825;2424.3;2476.4;356.306;0.7983;0;22.978;-70.894;228.795;66;;;;/NDXr2025A6825.U;20/06/2025;P-EU;16825;298.8;304.2;349.632;-0.1908;0;-71.284;-53.297;228.316
;;/NDXf2025A6850.U;20/06/2025;C-EU;16850;2402.9;2483;355.395;0.7944;0;228.699;-71.908;229.114;66;;;;/NDXr2025A6850.U;20/06/2025;P-EU;16850;303;308.5;348.727;-0.1825;0;-68.269;-51.266;228.548
;;/NDXf2025A6875.U;20/06/2025;C-EU;16875;2346.6;2466.9;354.528;0.7928;0;228.593;-71.812;229.298;66;;;;/NDXr2025A6875.U;20/06/2025;P-EU;16875;305.5;310.7;347.846;-0.1953;0.0001;-72.958;-53.634;228.758
;;/NDXf2025A6900.U;20/06/2025;C-EU;16900;2362.2;2442;350.719;0.7948;0.0001;229.979;-70.025;229.267;66;;;;/NDXr2025A6900.U;20/06/2025;P-EU;16900;310.9;316.4;34.701;-0.1974;0.0001;-73.746;-53.744;228.971
;;/NDXf2025A6925.U;20/06/2025;C-EU;16925;2342.4;2395.3;352.886;0.7891;0.0001;228.119;-71.896;22.97;66;;;;/NDXr2025A6925.U;20/06/2025;P-EU;16925;313.4;318.5;346.046;-0.1998;0.0001;-74.661;-53.982;229.204
